parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
Vistra Corp.,"Electric Energy, Inc.",50,2009,36802277,46287416,,,11667138,9234301,,-8854881,19000436,0.317022178,,,,,0,0.06275424,-0.466035674,,,,,,
Vistra Corp.,"Electric Energy, Inc.",50,2008,79270608,83908264,,,140708995,140542521,,62096153,227690123,1.775046244,,,,,0,0.063134494,0.272722208,,,,,,
Vistra Corp.,"Electric Energy, Inc.",50,2007,97269919,118737023,,,132234501,131087220,,65463940,217254139,1.359459351,,,,,0,0.065132182,0.301324248,,,,,,
Vistra Corp.,"Electric Energy, Inc.",50,2006,71500324,85943907,,,134959515,134168612,,67088073,221167579,1.887537111,,,,,0,0.066009434,0.303335929,,,,,,
Vistra Corp.,"Electric Energy, Inc.",50,2005,74433172,88773661,,,21980606,19733269,916177,12459882,35366423,0.295306587,,,,,0,0.067630781,0.352308233,,,,,,
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2020,1916003533,1087821287,679601245,0.615484564,102436236,67476186,29880900,5660414,122801446,0.05346349,0.057218577,0.043968283,0.484351915,0.07184158,0.092531462,0.052407427,0.046094034,928019980.8,987983552.2,137648721.6,85871045.31,51777676.3,0.052407427
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2019,1740488183,914871906,779568062,0.53992583,120920292,83478884.36,32593400,8243015,158718584,0.069474928,0.088832412,0.041809563,0.483569183,0.071842498,0.092506553,0.052493342,0.051934782,841646449,898841734,125041018.2,77857811.93,47183206.22,0.052493342
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2018,1649196596,853003839,779520613,0.522506011,155673341,116550171.1,34984025,17927353,169131287,0.094393441,0.135253713,0.044878897,0.483569183,0.071842498,0.092506553,0.052493342,0.105996669,797500650.6,851695945,118482402.5,73774036.29,44708366.21,0.052493342
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2017,1631898584,827510742,779471483,0.514947041,88660785,48618694.53,38330900,2056631,136865477,0.054329838,0.057855888,0.0491755,0.482851014,0.072415162,0.093020497,0.053176398,0.01502666,787963886.2,843934698.3,118174199.8,73296792.61,44877407.15,0.053176398
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2016,1625801992,827896126,779418994,0.515080158,105491561,65219410.4,39980900,739047,136163328,0.06488586,0.077881516,0.051295773,0.505502326,0.075728306,0.095300386,0.055720664,0.005427651,821846688.2,803955304.1,123119230.1,78322306.84,44796923.25,0.055720664
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2015,1616603734,802730263,804366505,0.499490932,88175018,50048158.81,38760717,-2986853,123604953,0.054543371,0.061980763,0.04818788,0.501092544,0.079166558,0.099333246,0.058911545,-0.024164509,810068078.1,806535656.1,127980953.4,80466691.43,47514262,0.058911545
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2014,1532978662,783298597,744314016,0.51275997,90772838,56656842.6,35628400,-3117770,136404311,0.059213373,0.072077903,0.047867431,0.501092544,0.079166558,0.099333246,0.058911545,-0.022856829,768164177.9,764814484.1,121360644.3,76304241.02,45056403.28,0.058911545
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2013,1431824500,750123652,684261527,0.522958312,93837337,58570488.95,34815158,5039815,129675258,0.065536899,0.078220753,0.0508799,0.500723704,0.083602145,0.099311657,0.067847091,0.038864893,716948467.4,714876032.5,119703599.1,71201340.02,48502259.1,0.067847091
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2012,1373104218,717797975,632600656,0.531545248,89610494,52845877.67,33918689,1854831,117089301,0.065261247,0.072404803,0.053617853,0.500723704,0.083602145,0.099311657,0.067847091,0.015841166,687545830.3,685558387.6,114794457.6,68281315.41,46513142.18,0.067847091
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2011,1344070406,693989108,633161362,0.522916673,85915378,46367832.79,36304805,-8004197,123851626,0.063921784,0.065972401,0.057338946,0.473407552,0.08458212,0.102836966,0.068170981,-0.064627307,636293080.7,707777325,113684324.3,65434449.79,48249874.54,0.068170981
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2010,1292383725,657623430,633690416,0.509266924,69807092,35700576.54,35748580,20429589,101919717,0.054014215,0.054242323,0.05641332,0.501908624,0.088406889,0.10796339,0.068700512,0.200447858,648658537.3,643725187.7,114255624.9,70031374.73,44224250.15,0.068700512
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2009,1229559980,652046571,583179761,0.527876191,67550214,35389297.1,35920611,3009284,82295225,0.054938527,0.054524306,0.061594406,0.501908624,0.088406889,0.10796339,0.068700512,0.036566933,617126757.7,612433222,108701573,66627096.91,42074476.08,0.068700512
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2008,1081448422,578872353,526392955,0.523740634,64412215,35790666.11,30071541,12118153,79196033,0.059561061,0.063189905,0.057127552,0.501354811,0.089973882,0.108896843,0.070948093,0.153014647,542189369.5,539259052,97302112.3,59042710.8,38259401.5,0.070948093
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2007,999430267,589175777,436531489,0.574409285,58789469,32165950.87,25392243,-3229492,68193076,0.058822982,0.056030235,0.058168182,0.501354811,0.089973882,0.108896843,0.070948093,-0.047358063,501069173.1,498361093.9,89922620.57,54564851.21,35357769.35,0.070948093
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2006,842836702.3,518864963,356885721,0.592480226,68086464,44089901.5,21826699,19785176,81608075,0.08078251,0.088292096,0.06115879,0.485903307,0.090697916,0.109827077,0.07261781,0.242441401,409537140.9,433299561.4,76443532.21,44978267.11,31465265.1,0.07261781
Algonquin Power & Utilities Corp.,The Empire District Electric Co.,51,2005,774064968.6,443687083,357127842,0.554044473,52773558,28555718.16,22035731,6759195,55694277,0.068177169,0.066584179,0.061702641,0.464040618,0.092772467,0.111640691,0.076436114,0.12136247,359197586.1,414867382.4,71811917.02,40101066.59,31710850.43,0.076436114
Entergy Corp.,"Entergy Power, LLC",52,2013,19714775,16845975,,,-2733677,-2934006,,-241875,-4953345,-0.138661334,,,,,0,0.060144771,0.048830639,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2012,23188797,22069484,,,-340044,-840456,,-1018797,-1252549,-0.01466415,,,,,0,0.061017739,0.813378958,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2011,14030978,12849037,,,4503488,4203989,,-4917651,5958587,0.320967505,,,,,0,0.061885134,-0.825304892,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2010,26419836,25661307,,,9220831,9020706,,8190195,6560582,0.349011667,,,,,0,0.062882313,1.248394578,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2009,22389869,21807477,,,-10098785,-10225038,,11904706,39977418,-0.451042612,,,,,0,0.06275424,0.297785765,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2008,62801296,59350962,,,2177658,2160526,,-4118860,5540834,0.034675367,,,,,0,0.063134494,-0.743364627,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2007,58669026,58444140,,,3585408,3280540,,2152646,8502531,0.061112451,,,,,0,0.065132182,0.253177083,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2006,54625418,53292192,,,1305259,1303015,,202485,5081551,0.023894719,,,,,0,0.066009434,0.039847086,,,,,,
Entergy Corp.,"Entergy Power, LLC",52,2005,50093081,48115615,,,-6118412,-6119100,,5554681,27634646,-0.12214086,,,,,0,0.067630781,0.201004239,,,,,,
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2020,79509458.52,91514864,104200000,0.467592814,7419226,5001741.582,5029845,1340115,14637772,0.093312496,0.134534796,0.048271065,0.5217,0.0846,0.098,0.06998411,0.091551843,41480084.51,38029374.01,6726500.19,4065048.282,2661451.909,0.06998411
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2019,68214740.12,88475366,79800000,0.525777291,6757221,4026940.625,4939663,-448852,11112935,0.099058077,0.112278131,0.061900539,0.5217,0.0846,0.098,0.06998411,-0.04039005,35587629.92,32627110.2,5770967.014,3487587.732,2283379.282,0.06998411
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2018,64463922.85,75703034,81700000,0.480950285,5949614,3157758.057,5067913,3819084,9824054,0.092293701,0.101850212,0.062030759,0.5217,0.0846,0.098,0.06998411,0.38874827,33630828.55,30833094.3,5453647.873,3295821.198,2157826.675,0.06998411
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2017,67316253.76,74578538,83600000,0.471483293,6127105,3446947.617,4362829,1287115,12729763,0.091019697,0.108604654,0.05218695,0.5217,0.0846,0.098,0.06998411,0.101110681,35118889.59,32197364.18,5694955.068,3441651.18,2253303.889,0.06998411
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2016,62188181.63,73766143,60500000,0.549402413,6923187,4350907.936,4324412,7379486,14175781,0.11132641,0.127344875,0.071477884,0.4778,0.0828,0.097,0.069807354,0.520569978,29713513.18,32474668.45,5149181.439,2882210.779,2266970.66,0.069807354
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2015,60690699.89,71166502,62400000,0.532816993,3965599,1513411.636,4570225,-115949,8934487,0.065341131,0.046801186,0.073240785,0.4778,0.0828,0.097,0.069807354,-0.01297769,28998016.41,31692683.48,5025189.951,2812807.592,2212382.359,0.069807354
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2014,64634312.27,65141263,66200000,0.495969519,3784301,1258033.84,4826725,5664909,7708021,0.058549412,0.039244085,0.072911254,0.4288,0.0793,0.092,0.069766106,0.734936892,27715193.1,36919119.17,5125500.963,2549797.765,2575703.198,0.069766106
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2013,66690272.38,64923997,68100000,0.488062293,3798030,1136013.329,4848100,1758020,9392010,0.056950285,0.034901628,0.071190896,0.4288,0.0793,0.092,0.069766106,0.187182509,28596788.8,38093483.58,5288538.6,2630904.569,2657634.03,0.069766106
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2012,68806452.07,64046174,70000000,0.477791884,3875881,1080501.444,4848100,61480,9332588,0.056330197,0.0328668,0.069258571,0.4288,0.0793,0.092,0.069766106,0.006587669,29504206.65,39302245.42,5456351.649,2714387.012,2741964.638,0.069766106
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2011,67362654.35,54260993,70000000,0.436669559,5411853,2643965.103,4848100,-232805,13697447,0.08033907,0.089884252,0.069258571,0.428,0.0838,0.1025,0.069807692,-0.016996233,28831216.06,38531438.29,5644990.434,2955199.646,2689790.788,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2010,62024192.53,53719667,70000000,0.434204749,4581911,1510253.23,4848100,-5716946,7156287,0.073872965,0.056078203,0.069258571,0.428,0.0838,0.1025,0.069807692,-0.79887042,26546354.4,35477838.13,5197627.334,2721001.326,2476626.008,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2009,67706579.4,55680373,70000000,0.44303157,3357990,349533.8027,4848100,-3878851,23328,0.049596214,0.011652621,0.069258571,0.428,0.0838,0.1025,0.069807692,-166.274477,28978415.98,38728163.42,5673811.354,2970287.638,2703523.716,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2008,62025396.27,54541938,70000000,0.437940335,4291871,1245193.099,4848100,-226419,8620331,0.069195382,0.045840802,0.069258571,0.428,0.0838,0.1025,0.069807692,-0.026265697,26546869.61,35478526.67,5197728.208,2721054.135,2476674.073,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2007,62759649.37,55563835,70000000,0.442514638,4943811,1883620.243,4848100,2488989,7417003,0.078773719,0.067824281,0.069258571,0.428,0.0838,0.1025,0.069807692,0.335578805,26861129.93,35898519.44,5259258.618,2753265.818,2505992.8,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2006,59209615.62,45599839,70000000,0.394462824,4529391,1304844.538,4848002,1723634,5167879,0.076497558,0.055867656,0.069257171,0.428,0.0838,0.1025,0.069807692,0.33352832,25341715.49,33867900.14,4961765.789,2597525.837,2364239.952,0.069807692
Unitil Corp.,Fitchburg Gas & Electric Light Co.,54,2005,63438779.9,46250286,70000000,0.397850944,5613634,2826624.945,3987683,859194,9091130,0.088488997,0.11199354,0.0569669,0.428,0.0838,0.1025,0.069807692,0.094509043,27151797.8,36286982.1,5316169.756,2783059.274,2533110.481,0.069807692
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2020,15029411576,7558921453,6814501717,0.525895701,1037155118,741175518.7,285378590,141019355,1350038696,0.069008365,0.093773358,0.04187813,0.4674,0.0788,0.105,0.05580736,0.104455787,7024746971,8004664605,1184317632,737598431.9,446719200.3,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2019,14342940748,6789687410,6814476295,0.499088923,927466502,629710803.1,277529816,-56235664,1238820962,0.064663622,0.087968059,0.040726507,0.4674,0.0788,0.105,0.05580736,-0.045394505,6703890506,7639050242,1130223731,703908503.1,426315227.9,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2018,12519854243,6098448856,6089106985,0.500383254,791047303,534894926.7,272212239,-43836599,1028354287,0.063183428,0.085382023,0.044704788,0.4674,0.0788,0.105,0.05580736,-0.042627915,5851779873,6668074370,986564514.3,614436886.7,372127627.7,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2017,11720772273,5617924574,5790014766,0.492457437,768003350,520832299.9,268078839,-150432513,1105154119,0.065524978,0.090234576,0.0463002,0.4674,0.0788,0.105,0.05580736,-0.136119036,5478288961,6242483313,923596855.1,575220340.9,348376514.3,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2016,10001502403,4900112587,4739855526,0.508312116,715448848,520779619,231725295,61861304,1206137250,0.071534137,0.102437336,0.048888683,0.4674,0.0788,0.105,0.05580736,0.051288777,4674702223,5326800180,788118389.3,490843733.4,297274655.9,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2015,9556331343,5121368708,4142582001,0.552827716,756067248,558360323.7,239894452,-20242742,1293443253,0.079116893,0.105689914,0.057909403,0.4674,0.0788,0.105,0.05580736,-0.015650275,4466629270,5089702074,753038909.9,468996073.3,284042836.5,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2014,10035416068,5222186480,4691861122,0.526746158,731369935,530746192.2,241891091,-65745493,1239313905,0.072878885,0.100403795,0.051555467,0.4674,0.0788,0.105,0.05580736,-0.053049912,4690553470,5344862598,790790786.2,492508114.4,298282671.8,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2013,9982540057,4797115007,4706995378,0.504741087,737329849,556163168.8,243043315,-84409582,865960313,0.073861947,0.110380538,0.051634492,0.4674,0.0788,0.105,0.05580736,-0.097475116,4665839222,5316700834,786624156.5,489913118.4,296711038.1,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2012,10275287521,4832441481,5131230111,0.485006098,687393397,432218375,245660309,5650153,758946957,0.066897729,0.086728542,0.04787552,0.4674,0.0788,0.105,0.05580736,0.007444727,4802669387,5472618134,809692656.7,504280285.7,305412371,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2011,9484747278,4709257713,4481946907,0.51236567,526565170,287884862.1,246218093,-65117214,846560953,0.055517048,0.059239726,0.054935522,0.4674,0.0788,0.105,0.05580736,-0.076919699,4433170878,5051576401,747398085.5,465482942.2,281915143.4,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2010,9772030265,4923726363,4481805066,0.523492628,681047353,423535278,248559251,-43797196,1091307406,0.069693537,0.082793114,0.05545963,0.4674,0.0788,0.105,0.05580736,-0.040132776,4567446946,5204583319,770035984.8,479581929.3,290454055.6,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2009,9074497320,4524026195,4182644297,0.519604618,591718271,360822356.9,232834558,125248902,1018000064,0.065206727,0.076524035,0.055666832,0.4674,0.0788,0.105,0.05580736,0.123034277,4241420047,4833077273,715070388.8,445349105,269721283.8,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2008,7939210598,3433028549,4181893644,0.450829104,499938031,291852902.6,211549646,38998111,875409546,0.062970748,0.081540759,0.050587046,0.4674,0.0788,0.105,0.05580736,0.044548419,3710787033,4228423564,625609795.1,389632638.5,235977156.6,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2007,6640215056,3035004439,3219210101,0.485273478,438529435,268642274.3,150747234,159771523,770498477,0.066041451,0.083369204,0.046827398,0.4674,0.0788,0.105,0.05580736,0.207361244,3103636517,3536578539,523248946.4,325881834.3,197367112.1,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2006,5426506498,2720777442,2556457093,0.515568793,444193645,293764631.5,140476010,206784611,829945976,0.081856282,0.105000788,0.054949489,0.4674,0.0788,0.105,0.05580736,0.249154303,2536349137,2890157361,427608712.1,266316659.4,161292052.7,0.05580736
Duke Energy Corp.,"Duke Energy Florida, LLC",55,2005,5182267393,2628021699,2603470735,0.502346459,341399037,215535334,120453244,145976640,655923335,0.065878314,0.082793323,0.04626641,0.4674,0.0788,0.105,0.05580736,0.222551375,2422191780,2760075614,408362670.6,254330136.9,154032533.7,0.05580736
"NextEra Energy, Inc.",Florida Power & Light Co.,56,2020,40309697151,23746326968,15801260166,0.600449451,3126966778,2533555818,578390874,108193815,4563298814,0.077573562,0.104675366,0.036604098,0.447108519,0.063516061,0.1055,0.029564775,0.023709562,18022808989,22286888162,2560313182,1901406348,658906834,0.029564775
"NextEra Energy, Inc.",Florida Power & Light Co.,56,2019,36173813752,21405093749,14130807259,0.602351232,2848053646,2262486112,549528039,336997220,4080887348,0.078732468,0.103834535,0.038888652,0.447108519,0.063516061,0.1055,0.029564775,0.082579398,16173620289,20000193463,2297618160,1706316940,591301219.7,0.029564775
